all_riders,rider_class,stage,points,stage_class
Simone Velasco,Unclassed,X11,25,Hills
Simone Velasco,Unclassed,X12,6,Mount
Simone Velasco,Unclassed,X14,0,Mount
Simone Velasco,Unclassed,X15,0,Hills
Simone Velasco,Unclassed,X16,16,Mount
Simone Velasco,Unclassed,X17,0,Flat
Simone Velasco,Unclassed,X18,0,Mount
Simone Velasco,Unclassed,X19,0,Mount
Simone Velasco,Unclassed,X20,180,Hills
Simone Velasco,Unclassed,X21,4,Flat
Silvan Dillier,Unclassed,X1,18,Flat
Silvan Dillier,Unclassed,X2,18,Hills
Silvan Dillier,Unclassed,X3,10,Flat
Silvan Dillier,Unclassed,X4,12,Hills
Silvan Dillier,Unclassed,X6,8,Hills
Silvan Dillier,Unclassed,X7,0,Hills
Silvan Dillier,Unclassed,X8,2,Flat
Silvan Dillier,Unclassed,X9,0,Flat
Silvan Dillier,Unclassed,X10,0,Hills
Silvan Dillier,Unclassed,X11,2,Hills
Silvan Dillier,Unclassed,X12,0,Mount
Silvan Dillier,Unclassed,X14,0,Mount
Silvan Dillier,Unclassed,X15,0,Hills
Silvan Dillier,Unclassed,X16,0,Mount
Silvan Dillier,Unclassed,X17,0,Flat
Silvan Dillier,Unclassed,X18,0,Mount
Silvan Dillier,Unclassed,X19,0,Mount
Silvan Dillier,Unclassed,X20,8,Hills
Silvan Dillier,Unclassed,X21,0,Flat
Jonas Rickaert,Unclassed,X1,18,Flat
Jonas Rickaert,Unclassed,X2,18,Hills
Jonas Rickaert,Unclassed,X3,10,Flat
Jonas Rickaert,Unclassed,X4,12,Hills
Jonas Rickaert,Unclassed,X6,8,Hills
Jonas Rickaert,Unclassed,X7,0,Hills
Jonas Rickaert,Unclassed,X8,2,Flat
Jonas Rickaert,Unclassed,X9,36,Flat
Jonas Rickaert,Unclassed,X10,0,Hills
Jonas Rickaert,Unclassed,X11,2,Hills
Jonas Rickaert,Unclassed,X12,0,Mount
Jonas Rickaert,Unclassed,X14,0,Mount
Jonas Rickaert,Unclassed,X15,0,Hills
Jonas Rickaert,Unclassed,X16,0,Mount
Jonas Rickaert,Unclassed,X17,0,Flat
Jonas Rickaert,Unclassed,X18,0,Mount
Jonas Rickaert,Unclassed,X19,0,Mount
Jonas Rickaert,Unclassed,X20,8,Hills
Jonas Rickaert,Unclassed,X21,0,Flat
Mathis Le Berre,Unclassed,X1,0,Flat
Mathis Le Berre,Unclassed,X2,0,Hills
Mathis Le Berre,Unclassed,X3,0,Flat
Mathis Le Berre,Unclassed,X4,0,Hills
Mathis Le Berre,Unclassed,X6,0,Hills
Mathis Le Berre,Unclassed,X7,2,Hills
Mathis Le Berre,Unclassed,X8,2,Flat
Mathis Le Berre,Unclassed,X9,2,Flat
Mathis Le Berre,Unclassed,X10,0,Hills
Mathis Le Berre,Unclassed,X11,0,Hills
Mathis Le Berre,Unclassed,X12,2,Mount
Mathis Le Berre,Unclassed,X14,0,Mount
Mathis Le Berre,Unclassed,X15,0,Hills
Mathis Le Berre,Unclassed,X16,0,Mount
Mathis Le Berre,Unclassed,X17,0,Flat
Mathis Le Berre,Unclassed,X18,0,Mount
Mathis Le Berre,Unclassed,X19,0,Mount
Mathis Le Berre,Unclassed,X20,4,Hills
Mathis Le Berre,Unclassed,X21,0,Flat
Kamil Gradek,Unclassed,X1,0,Flat
Kamil Gradek,Unclassed,X2,0,Hills
Kamil Gradek,Unclassed,X3,2,Flat
Kamil Gradek,Unclassed,X4,0,Hills
Kamil Gradek,Unclassed,X6,0,Hills
Kamil Gradek,Unclassed,X7,0,Hills
Kamil Gradek,Unclassed,X8,0,Flat
Kamil Gradek,Unclassed,X9,0,Flat
Kamil Gradek,Unclassed,X10,0,Hills
Kamil Gradek,Unclassed,X11,0,Hills
Kamil Gradek,Unclassed,X12,0,Mount
Kamil Gradek,Unclassed,X14,0,Mount
Kamil Gradek,Unclassed,X15,0,Hills
Kamil Gradek,Unclassed,X16,2,Mount
Kamil Gradek,Unclassed,X17,0,Flat
Kamil Gradek,Unclassed,X18,0,Mount
Kamil Gradek,Unclassed,X19,0,Mount
Kamil Gradek,Unclassed,X20,0,Hills
Kamil Gradek,Unclassed,X21,2,Flat
Robert Stannard,Unclassed,X1,0,Flat
Robert Stannard,Unclassed,X2,0,Hills
Robert Stannard,Unclassed,X3,2,Flat
Robert Stannard,Unclassed,X4,0,Hills
Robert Stannard,Unclassed,X6,0,Hills
Robert Stannard,Unclassed,X7,0,Hills
Robert Stannard,Unclassed,X8,0,Flat
Robert Stannard,Unclassed,X9,0,Flat
Robert Stannard,Unclassed,X10,0,Hills
Robert Stannard,Unclassed,X11,0,Hills
Robert Stannard,Unclassed,X12,0,Mount
Robert Stannard,Unclassed,X14,0,Mount
Robert Stannard,Unclassed,X15,0,Hills
Robert Stannard,Unclassed,X16,2,Mount
Robert Stannard,Unclassed,X17,0,Flat
Robert Stannard,Unclassed,X18,0,Mount
Robert Stannard,Unclassed,X19,0,Mount
Robert Stannard,Unclassed,X20,0,Hills
Robert Stannard,Unclassed,X21,2,Flat
Damien Touzé,Unclassed,X1,20,Flat
Damien Touzé,Unclassed,X2,0,Hills
Damien Touzé,Unclassed,X3,25,Flat
Damien Touzé,Unclassed,X4,0,Hills
Damien Touzé,Unclassed,X6,0,Hills
Damien Touzé,Unclassed,X7,0,Hills
Damien Touzé,Unclassed,X8,0,Flat
Damien Touzé,Unclassed,X9,0,Flat
Damien Touzé,Unclassed,X10,0,Hills
Damien Touzé,Unclassed,X11,0,Hills
Damien Touzé,Unclassed,X12,0,Mount
Damien Touzé,Unclassed,X14,0,Mount
Damien Touzé,Unclassed,X15,0,Hills
Damien Touzé,Unclassed,X16,0,Mount
Damien Touzé,Unclassed,X17,0,Flat
Damien Touzé,Unclassed,X18,0,Mount
Damien Touzé,Unclassed,X19,0,Mount
Damien Touzé,Unclassed,X20,0,Hills
Damien Touzé,Unclassed,X21,0,Flat
Oliver Naesen,Unclassed,X1,0,Flat
Oliver Naesen,Unclassed,X2,0,Hills
Oliver Naesen,Unclassed,X3,0,Flat
Oliver Naesen,Unclassed,X4,0,Hills
Oliver Naesen,Unclassed,X6,0,Hills
Oliver Naesen,Unclassed,X7,0,Hills
Oliver Naesen,Unclassed,X8,0,Flat
Oliver Naesen,Unclassed,X9,0,Flat
Oliver Naesen,Unclassed,X10,2,Hills
Oliver Naesen,Unclassed,X11,0,Hills
Oliver Naesen,Unclassed,X12,0,Mount
Oliver Naesen,Unclassed,X14,2,Mount
Oliver Naesen,Unclassed,X15,0,Hills
Oliver Naesen,Unclassed,X16,0,Mount
Oliver Naesen,Unclassed,X17,0,Flat
Oliver Naesen,Unclassed,X18,0,Mount
Oliver Naesen,Unclassed,X19,0,Mount
Oliver Naesen,Unclassed,X20,0,Hills
Oliver Naesen,Unclassed,X21,0,Flat
Callum Scotson,Unclassed,X1,0,Flat
Callum Scotson,Unclassed,X2,0,Hills
Callum Scotson,Unclassed,X3,0,Flat
Callum Scotson,Unclassed,X4,0,Hills
Callum Scotson,Unclassed,X6,0,Hills
Callum Scotson,Unclassed,X7,0,Hills
Callum Scotson,Unclassed,X8,0,Flat
Callum Scotson,Unclassed,X9,0,Flat
Callum Scotson,Unclassed,X10,2,Hills
Callum Scotson,Unclassed,X11,0,Hills
Callum Scotson,Unclassed,X12,0,Mount
Callum Scotson,Unclassed,X14,10,Mount
Callum Scotson,Unclassed,X15,0,Hills
Callum Scotson,Unclassed,X16,0,Mount
Callum Scotson,Unclassed,X17,0,Flat
Callum Scotson,Unclassed,X18,0,Mount
Callum Scotson,Unclassed,X19,0,Mount
Callum Scotson,Unclassed,X20,0,Hills
Callum Scotson,Unclassed,X21,0,Flat
Harry Sweeny,Unclassed,X1,37,Flat
Harry Sweeny,Unclassed,X2,0,Hills
Harry Sweeny,Unclassed,X3,0,Flat
Harry Sweeny,Unclassed,X4,0,Hills
Harry Sweeny,Unclassed,X6,8,Hills
Harry Sweeny,Unclassed,X7,0,Hills
Harry Sweeny,Unclassed,X8,0,Flat
Harry Sweeny,Unclassed,X9,0,Flat
Harry Sweeny,Unclassed,X10,42,Hills
Harry Sweeny,Unclassed,X11,8,Hills
Harry Sweeny,Unclassed,X12,0,Mount
Harry Sweeny,Unclassed,X14,0,Mount
Harry Sweeny,Unclassed,X15,0,Hills
Harry Sweeny,Unclassed,X16,4,Mount
Harry Sweeny,Unclassed,X17,0,Flat
Harry Sweeny,Unclassed,X18,0,Mount
Harry Sweeny,Unclassed,X19,0,Mount
Harry Sweeny,Unclassed,X20,85,Hills
Harry Sweeny,Unclassed,X21,0,Flat
Cyril Barthe,Unclassed,X1,4,Flat
Cyril Barthe,Unclassed,X2,8,Hills
Cyril Barthe,Unclassed,X3,8,Flat
Cyril Barthe,Unclassed,X4,4,Hills
Cyril Barthe,Unclassed,X6,2,Hills
Cyril Barthe,Unclassed,X7,2,Hills
Cyril Barthe,Unclassed,X8,2,Flat
Cyril Barthe,Unclassed,X9,2,Flat
Cyril Barthe,Unclassed,X10,0,Hills
Cyril Barthe,Unclassed,X11,2,Hills
Cyril Barthe,Unclassed,X12,0,Mount
Cyril Barthe,Unclassed,X14,0,Mount
Cyril Barthe,Unclassed,X15,0,Hills
Cyril Barthe,Unclassed,X16,0,Mount
Cyril Barthe,Unclassed,X17,0,Flat
Cyril Barthe,Unclassed,X18,0,Mount
Cyril Barthe,Unclassed,X19,0,Mount
Cyril Barthe,Unclassed,X20,0,Hills
Cyril Barthe,Unclassed,X21,0,Flat
Clément Russo,Unclassed,X1,129,Flat
Clément Russo,Unclassed,X2,8,Hills
Clément Russo,Unclassed,X3,12,Flat
Clément Russo,Unclassed,X4,4,Hills
Clément Russo,Unclassed,X6,2,Hills
Clément Russo,Unclassed,X7,2,Hills
Clément Russo,Unclassed,X8,2,Flat
Clément Russo,Unclassed,X9,2,Flat
Clément Russo,Unclassed,X10,0,Hills
Clément Russo,Unclassed,X11,2,Hills
Clément Russo,Unclassed,X12,0,Mount
Clément Russo,Unclassed,X14,0,Mount
Clément Russo,Unclassed,X15,0,Hills
Clément Russo,Unclassed,X16,0,Mount
Clément Russo,Unclassed,X17,70,Flat
Clément Russo,Unclassed,X18,0,Mount
Clément Russo,Unclassed,X19,0,Mount
Clément Russo,Unclassed,X20,0,Hills
Clément Russo,Unclassed,X21,12,Flat
Connor Swift,Unclassed,X1,0,Flat
Connor Swift,Unclassed,X2,0,Hills
Connor Swift,Unclassed,X3,0,Flat
Connor Swift,Unclassed,X4,0,Hills
Connor Swift,Unclassed,X6,0,Hills
Connor Swift,Unclassed,X7,0,Hills
Connor Swift,Unclassed,X8,0,Flat
Connor Swift,Unclassed,X9,0,Flat
Connor Swift,Unclassed,X10,4,Hills
Connor Swift,Unclassed,X11,0,Hills
Connor Swift,Unclassed,X12,0,Mount
Connor Swift,Unclassed,X14,8,Mount
Connor Swift,Unclassed,X15,0,Hills
Connor Swift,Unclassed,X16,0,Mount
Connor Swift,Unclassed,X17,0,Flat
Connor Swift,Unclassed,X18,0,Mount
Connor Swift,Unclassed,X19,8,Mount
Connor Swift,Unclassed,X20,0,Hills
Connor Swift,Unclassed,X21,0,Flat
Roel Van Sintmaartensdijk,Unclassed,X1,8,Flat
Roel Van Sintmaartensdijk,Unclassed,X2,0,Hills
Roel Van Sintmaartensdijk,Unclassed,X3,0,Flat
Roel Van Sintmaartensdijk,Unclassed,X4,0,Hills
Roel Van Sintmaartensdijk,Unclassed,X6,0,Hills
Roel Van Sintmaartensdijk,Unclassed,X7,0,Hills
Roel Van Sintmaartensdijk,Unclassed,X8,2,Flat
Roel Van Sintmaartensdijk,Unclassed,X9,0,Flat
Roel Van Sintmaartensdijk,Unclassed,X10,0,Hills
Roel Van Sintmaartensdijk,Unclassed,X11,0,Hills
Roel Van Sintmaartensdijk,Unclassed,X12,0,Mount
Roel Van Sintmaartensdijk,Unclassed,X14,0,Mount
Roel Van Sintmaartensdijk,Unclassed,X15,0,Hills
Roel Van Sintmaartensdijk,Unclassed,X16,0,Mount
Roel Van Sintmaartensdijk,Unclassed,X17,0,Flat
Roel Van Sintmaartensdijk,Unclassed,X18,0,Mount
Roel Van Sintmaartensdijk,Unclassed,X19,0,Mount
Roel Van Sintmaartensdijk,Unclassed,X20,0,Hills
Roel Van Sintmaartensdijk,Unclassed,X21,0,Flat
Guillaume Boivin,Unclassed,X1,0,Flat
Guillaume Boivin,Unclassed,X2,0,Hills
Guillaume Boivin,Unclassed,X3,0,Flat
Guillaume Boivin,Unclassed,X4,0,Hills
Guillaume Boivin,Unclassed,X6,0,Hills
Guillaume Boivin,Unclassed,X7,0,Hills
Guillaume Boivin,Unclassed,X8,0,Flat
Guillaume Boivin,Unclassed,X9,0,Flat
Guillaume Boivin,Unclassed,X10,0,Hills
Guillaume Boivin,Unclassed,X11,0,Hills
Guillaume Boivin,Unclassed,X12,0,Mount
Guillaume Boivin,Unclassed,X14,0,Mount
Guillaume Boivin,Unclassed,X15,0,Hills
Guillaume Boivin,Unclassed,X16,0,Mount
Guillaume Boivin,Unclassed,X17,0,Flat
Guillaume Boivin,Unclassed,X18,0,Mount
Guillaume Boivin,Unclassed,X19,0,Mount
Guillaume Boivin,Unclassed,X20,0,Hills
Guillaume Boivin,Unclassed,X21,0,Flat
Matis Louvel,Unclassed,X1,0,Flat
Matis Louvel,Unclassed,X2,0,Hills
Matis Louvel,Unclassed,X3,0,Flat
Matis Louvel,Unclassed,X4,0,Hills
Matis Louvel,Unclassed,X6,0,Hills
Matis Louvel,Unclassed,X7,0,Hills
Matis Louvel,Unclassed,X8,0,Flat
Matis Louvel,Unclassed,X9,0,Flat
Matis Louvel,Unclassed,X10,0,Hills
Matis Louvel,Unclassed,X11,0,Hills
Matis Louvel,Unclassed,X12,0,Mount
Matis Louvel,Unclassed,X14,2,Mount
Matis Louvel,Unclassed,X15,0,Hills
Matis Louvel,Unclassed,X16,0,Mount
Matis Louvel,Unclassed,X17,0,Flat
Matis Louvel,Unclassed,X18,0,Mount
Matis Louvel,Unclassed,X19,0,Mount
Matis Louvel,Unclassed,X20,0,Hills
Matis Louvel,Unclassed,X21,0,Flat
Edward Theuns,Unclassed,X1,0,Flat
Edward Theuns,Unclassed,X2,0,Hills
Edward Theuns,Unclassed,X3,4,Flat
Edward Theuns,Unclassed,X4,0,Hills
Edward Theuns,Unclassed,X6,4,Hills
Edward Theuns,Unclassed,X7,0,Hills
Edward Theuns,Unclassed,X8,8,Flat
Edward Theuns,Unclassed,X9,4,Flat
Edward Theuns,Unclassed,X10,0,Hills
Edward Theuns,Unclassed,X11,0,Hills
Edward Theuns,Unclassed,X12,4,Mount
Edward Theuns,Unclassed,X14,0,Mount
Edward Theuns,Unclassed,X15,0,Hills
Edward Theuns,Unclassed,X16,0,Mount
Edward Theuns,Unclassed,X17,8,Flat
Edward Theuns,Unclassed,X18,4,Mount
Edward Theuns,Unclassed,X19,2,Mount
Edward Theuns,Unclassed,X20,0,Hills
Edward Theuns,Unclassed,X21,0,Flat
Jasper De Buyst,Unclassed,X1,0,Flat
Jasper De Buyst,Unclassed,X2,0,Hills
Jasper De Buyst,Unclassed,X3,0,Flat
Jasper De Buyst,Unclassed,X4,0,Hills
Jasper De Buyst,Unclassed,X6,0,Hills
Jasper De Buyst,Unclassed,X7,0,Hills
Jasper De Buyst,Unclassed,X8,0,Flat
Jasper De Buyst,Unclassed,X9,0,Flat
Jasper De Buyst,Unclassed,X10,0,Hills
Jasper De Buyst,Unclassed,X11,0,Hills
Jasper De Buyst,Unclassed,X12,0,Mount
Jasper De Buyst,Unclassed,X14,0,Mount
Jasper De Buyst,Unclassed,X15,0,Hills
Jasper De Buyst,Unclassed,X16,0,Mount
Jasper De Buyst,Unclassed,X17,0,Flat
Jasper De Buyst,Unclassed,X18,0,Mount
Jasper De Buyst,Unclassed,X19,0,Mount
Jasper De Buyst,Unclassed,X20,0,Hills
Jasper De Buyst,Unclassed,X21,0,Flat
Jarrad Drizners,Unclassed,X1,0,Flat
Jarrad Drizners,Unclassed,X2,0,Hills
Jarrad Drizners,Unclassed,X3,0,Flat
Jarrad Drizners,Unclassed,X4,1,Hills
Jarrad Drizners,Unclassed,X6,0,Hills
Jarrad Drizners,Unclassed,X7,0,Hills
Jarrad Drizners,Unclassed,X8,0,Flat
Jarrad Drizners,Unclassed,X9,2,Flat
Jarrad Drizners,Unclassed,X10,0,Hills
Jarrad Drizners,Unclassed,X11,0,Hills
Jarrad Drizners,Unclassed,X12,0,Mount
Jarrad Drizners,Unclassed,X14,0,Mount
Jarrad Drizners,Unclassed,X15,3,Hills
Jarrad Drizners,Unclassed,X16,2,Mount
Jarrad Drizners,Unclassed,X17,35,Flat
Jarrad Drizners,Unclassed,X18,0,Mount
Jarrad Drizners,Unclassed,X19,0,Mount
Jarrad Drizners,Unclassed,X20,0,Hills
Jarrad Drizners,Unclassed,X21,0,Flat
Sébastien Grignard,Unclassed,X1,0,Flat
Sébastien Grignard,Unclassed,X2,0,Hills
Sébastien Grignard,Unclassed,X3,0,Flat
Sébastien Grignard,Unclassed,X4,0,Hills
Sébastien Grignard,Unclassed,X6,0,Hills
Sébastien Grignard,Unclassed,X7,0,Hills
Sébastien Grignard,Unclassed,X8,0,Flat
Sébastien Grignard,Unclassed,X9,2,Flat
Sébastien Grignard,Unclassed,X10,0,Hills
Sébastien Grignard,Unclassed,X11,0,Hills
Sébastien Grignard,Unclassed,X12,0,Mount
Sébastien Grignard,Unclassed,X14,0,Mount
Sébastien Grignard,Unclassed,X15,0,Hills
Sébastien Grignard,Unclassed,X16,0,Mount
Sébastien Grignard,Unclassed,X17,0,Flat
Sébastien Grignard,Unclassed,X18,0,Mount
Sébastien Grignard,Unclassed,X19,0,Mount
Sébastien Grignard,Unclassed,X20,0,Hills
Sébastien Grignard,Unclassed,X21,0,Flat
Eduardo Sepúlveda,Unclassed,X1,0,Flat
Eduardo Sepúlveda,Unclassed,X2,0,Hills
Eduardo Sepúlveda,Unclassed,X3,0,Flat
Eduardo Sepúlveda,Unclassed,X4,0,Hills
Eduardo Sepúlveda,Unclassed,X6,0,Hills
Eduardo Sepúlveda,Unclassed,X7,0,Hills
Eduardo Sepúlveda,Unclassed,X8,0,Flat
Eduardo Sepúlveda,Unclassed,X9,2,Flat
Eduardo Sepúlveda,Unclassed,X10,0,Hills
Eduardo Sepúlveda,Unclassed,X11,0,Hills
Eduardo Sepúlveda,Unclassed,X12,0,Mount
Eduardo Sepúlveda,Unclassed,X14,0,Mount
Eduardo Sepúlveda,Unclassed,X15,0,Hills
Eduardo Sepúlveda,Unclassed,X16,0,Mount
Eduardo Sepúlveda,Unclassed,X17,0,Flat
Eduardo Sepúlveda,Unclassed,X18,0,Mount
Eduardo Sepúlveda,Unclassed,X19,0,Mount
Eduardo Sepúlveda,Unclassed,X20,0,Hills
Eduardo Sepúlveda,Unclassed,X21,0,Flat
Gianni Moscon,Unclassed,X1,0,Flat
Gianni Moscon,Unclassed,X2,0,Hills
Gianni Moscon,Unclassed,X3,0,Flat
Gianni Moscon,Unclassed,X4,0,Hills
Gianni Moscon,Unclassed,X6,0,Hills
Gianni Moscon,Unclassed,X7,0,Hills
Gianni Moscon,Unclassed,X8,0,Flat
Gianni Moscon,Unclassed,X9,0,Flat
Gianni Moscon,Unclassed,X10,0,Hills
Gianni Moscon,Unclassed,X11,0,Hills
Gianni Moscon,Unclassed,X12,2,Mount
Gianni Moscon,Unclassed,X14,2,Mount
Gianni Moscon,Unclassed,X15,4,Hills
Gianni Moscon,Unclassed,X16,4,Mount
Gianni Moscon,Unclassed,X17,8,Flat
Gianni Moscon,Unclassed,X18,4,Mount
Gianni Moscon,Unclassed,X19,4,Mount
Gianni Moscon,Unclassed,X20,4,Hills
Gianni Moscon,Unclassed,X21,4,Flat
Mick Van Dijke,Unclassed,X1,0,Flat
Mick Van Dijke,Unclassed,X2,0,Hills
Mick Van Dijke,Unclassed,X3,0,Flat
Mick Van Dijke,Unclassed,X4,0,Hills
Mick Van Dijke,Unclassed,X6,0,Hills
Mick Van Dijke,Unclassed,X7,0,Hills
Mick Van Dijke,Unclassed,X8,0,Flat
Mick Van Dijke,Unclassed,X9,0,Flat
Mick Van Dijke,Unclassed,X10,0,Hills
Mick Van Dijke,Unclassed,X11,0,Hills
Mick Van Dijke,Unclassed,X12,2,Mount
Mick Van Dijke,Unclassed,X14,2,Mount
Mick Van Dijke,Unclassed,X15,4,Hills
Mick Van Dijke,Unclassed,X16,4,Mount
Mick Van Dijke,Unclassed,X17,16,Flat
Mick Van Dijke,Unclassed,X18,4,Mount
Mick Van Dijke,Unclassed,X19,4,Mount
Mick Van Dijke,Unclassed,X20,4,Hills
Mick Van Dijke,Unclassed,X21,4,Flat
Pascal Eenkhoorn,Unclassed,X1,0,Flat
Pascal Eenkhoorn,Unclassed,X2,0,Hills
Pascal Eenkhoorn,Unclassed,X3,8,Flat
Pascal Eenkhoorn,Unclassed,X4,0,Hills
Pascal Eenkhoorn,Unclassed,X6,2,Hills
Pascal Eenkhoorn,Unclassed,X7,4,Hills
Pascal Eenkhoorn,Unclassed,X8,4,Flat
Pascal Eenkhoorn,Unclassed,X9,12,Flat
Pascal Eenkhoorn,Unclassed,X10,2,Hills
Pascal Eenkhoorn,Unclassed,X11,2,Hills
Pascal Eenkhoorn,Unclassed,X12,2,Mount
Pascal Eenkhoorn,Unclassed,X14,0,Mount
Pascal Eenkhoorn,Unclassed,X15,47,Hills
Pascal Eenkhoorn,Unclassed,X16,11,Mount
Pascal Eenkhoorn,Unclassed,X17,0,Flat
Pascal Eenkhoorn,Unclassed,X18,0,Mount
Pascal Eenkhoorn,Unclassed,X19,0,Mount
Pascal Eenkhoorn,Unclassed,X20,196,Hills
Pascal Eenkhoorn,Unclassed,X21,0,Flat
Bert Van Lerberghe,Unclassed,X1,0,Flat
Bert Van Lerberghe,Unclassed,X2,0,Hills
Bert Van Lerberghe,Unclassed,X3,8,Flat
Bert Van Lerberghe,Unclassed,X4,0,Hills
Bert Van Lerberghe,Unclassed,X6,2,Hills
Bert Van Lerberghe,Unclassed,X7,4,Hills
Bert Van Lerberghe,Unclassed,X8,4,Flat
Bert Van Lerberghe,Unclassed,X9,12,Flat
Bert Van Lerberghe,Unclassed,X10,2,Hills
Bert Van Lerberghe,Unclassed,X11,2,Hills
Bert Van Lerberghe,Unclassed,X12,2,Mount
Bert Van Lerberghe,Unclassed,X14,0,Mount
Bert Van Lerberghe,Unclassed,X15,0,Hills
Bert Van Lerberghe,Unclassed,X16,8,Mount
Bert Van Lerberghe,Unclassed,X17,0,Flat
Bert Van Lerberghe,Unclassed,X18,0,Mount
Bert Van Lerberghe,Unclassed,X19,0,Mount
Bert Van Lerberghe,Unclassed,X20,2,Hills
Bert Van Lerberghe,Unclassed,X21,0,Flat
Luke Durbridge,Unclassed,X1,0,Flat
Luke Durbridge,Unclassed,X2,0,Hills
Luke Durbridge,Unclassed,X3,0,Flat
Luke Durbridge,Unclassed,X4,0,Hills
Luke Durbridge,Unclassed,X6,0,Hills
Luke Durbridge,Unclassed,X7,0,Hills
Luke Durbridge,Unclassed,X8,0,Flat
Luke Durbridge,Unclassed,X9,0,Flat
Luke Durbridge,Unclassed,X10,0,Hills
Luke Durbridge,Unclassed,X11,4,Hills
Luke Durbridge,Unclassed,X12,0,Mount
Luke Durbridge,Unclassed,X14,0,Mount
Luke Durbridge,Unclassed,X15,0,Hills
Luke Durbridge,Unclassed,X16,0,Mount
Luke Durbridge,Unclassed,X17,0,Flat
Luke Durbridge,Unclassed,X18,8,Mount
Luke Durbridge,Unclassed,X19,0,Mount
Luke Durbridge,Unclassed,X20,0,Hills
Luke Durbridge,Unclassed,X21,0,Flat
Elmar Reinders,Unclassed,X1,0,Flat
Elmar Reinders,Unclassed,X2,0,Hills
Elmar Reinders,Unclassed,X3,0,Flat
Elmar Reinders,Unclassed,X4,0,Hills
Elmar Reinders,Unclassed,X6,0,Hills
Elmar Reinders,Unclassed,X7,0,Hills
Elmar Reinders,Unclassed,X8,0,Flat
Elmar Reinders,Unclassed,X9,0,Flat
Elmar Reinders,Unclassed,X10,0,Hills
Elmar Reinders,Unclassed,X11,4,Hills
Elmar Reinders,Unclassed,X12,0,Mount
Elmar Reinders,Unclassed,X14,0,Mount
Elmar Reinders,Unclassed,X15,0,Hills
Elmar Reinders,Unclassed,X16,0,Mount
Elmar Reinders,Unclassed,X17,0,Flat
Elmar Reinders,Unclassed,X18,8,Mount
Elmar Reinders,Unclassed,X19,0,Mount
Elmar Reinders,Unclassed,X20,0,Hills
Elmar Reinders,Unclassed,X21,0,Flat
Niklas Märkl,Unclassed,X1,43,Flat
Niklas Märkl,Unclassed,X2,0,Hills
Niklas Märkl,Unclassed,X3,12,Flat
Niklas Märkl,Unclassed,X4,0,Hills
Niklas Märkl,Unclassed,X6,0,Hills
Niklas Märkl,Unclassed,X7,2,Hills
Niklas Märkl,Unclassed,X8,0,Flat
Niklas Märkl,Unclassed,X9,0,Flat
Niklas Märkl,Unclassed,X10,0,Hills
Niklas Märkl,Unclassed,X11,0,Hills
Niklas Märkl,Unclassed,X12,0,Mount
Niklas Märkl,Unclassed,X14,0,Mount
Niklas Märkl,Unclassed,X15,0,Hills
Niklas Märkl,Unclassed,X16,0,Mount
Niklas Märkl,Unclassed,X17,2,Flat
Niklas Märkl,Unclassed,X18,0,Mount
Niklas Märkl,Unclassed,X19,0,Mount
Niklas Märkl,Unclassed,X20,4,Hills
Niklas Märkl,Unclassed,X21,0,Flat
Tim Naberman,Unclassed,X1,0,Flat
Tim Naberman,Unclassed,X2,0,Hills
Tim Naberman,Unclassed,X3,0,Flat
Tim Naberman,Unclassed,X4,0,Hills
Tim Naberman,Unclassed,X6,0,Hills
Tim Naberman,Unclassed,X7,2,Hills
Tim Naberman,Unclassed,X8,0,Flat
Tim Naberman,Unclassed,X9,0,Flat
Tim Naberman,Unclassed,X10,0,Hills
Tim Naberman,Unclassed,X11,0,Hills
Tim Naberman,Unclassed,X12,0,Mount
Tim Naberman,Unclassed,X14,0,Mount
Tim Naberman,Unclassed,X15,0,Hills
Tim Naberman,Unclassed,X16,0,Mount
Tim Naberman,Unclassed,X17,2,Flat
Tim Naberman,Unclassed,X18,0,Mount
Tim Naberman,Unclassed,X19,0,Mount
Tim Naberman,Unclassed,X20,4,Hills
Tim Naberman,Unclassed,X21,5,Flat
Thomas Gachignard,Unclassed,X1,0,Flat
Thomas Gachignard,Unclassed,X2,0,Hills
Thomas Gachignard,Unclassed,X3,0,Flat
Thomas Gachignard,Unclassed,X4,28,Hills
Thomas Gachignard,Unclassed,X6,0,Hills
Thomas Gachignard,Unclassed,X7,0,Hills
Thomas Gachignard,Unclassed,X8,0,Flat
Thomas Gachignard,Unclassed,X9,0,Flat
Thomas Gachignard,Unclassed,X10,0,Hills
Thomas Gachignard,Unclassed,X11,0,Hills
Thomas Gachignard,Unclassed,X12,0,Mount
Thomas Gachignard,Unclassed,X14,0,Mount
Thomas Gachignard,Unclassed,X15,0,Hills
Thomas Gachignard,Unclassed,X16,0,Mount
Thomas Gachignard,Unclassed,X17,0,Flat
Thomas Gachignard,Unclassed,X18,0,Mount
Thomas Gachignard,Unclassed,X19,0,Mount
Thomas Gachignard,Unclassed,X20,8,Hills
Thomas Gachignard,Unclassed,X21,0,Flat
Marco Haller,Unclassed,X1,8,Flat
Marco Haller,Unclassed,X2,0,Hills
Marco Haller,Unclassed,X3,0,Flat
Marco Haller,Unclassed,X4,0,Hills
Marco Haller,Unclassed,X6,2,Hills
Marco Haller,Unclassed,X7,36,Hills
Marco Haller,Unclassed,X8,0,Flat
Marco Haller,Unclassed,X9,0,Flat
Marco Haller,Unclassed,X10,0,Hills
Marco Haller,Unclassed,X11,0,Hills
